pc_reads_total	n_reads_clade	n_reads_direct	n_minimizers_total	n_minimizers_distinct	rank	taxid	name	sample
0	17	17	35	24	S2	264730	Pseudomonas savastanoi pv. phaseolicola 1448A	AP-DNA-1
0	17	14	36	30	S1	360920	Pseudomonas savastanoi pv. savastanoi	AP-DNA-1
0	3	3	9	9	S2	693985	Pseudomonas savastanoi pv. savastanoi NCPPB 3335	AP-DNA-1
0	31	31	45	25	S	53410	Pseudomonas ficuserectae	AP-DNA-1
0	1417	0	4215	2984	G2	251695	Pseudomonas syringae group genomosp. 1	AP-DNA-1
0	1417	1031	4215	2984	S	317	Pseudomonas syringae	AP-DNA-1
0	128	83	446	251	S1	321	Pseudomonas syringae pv. syringae	AP-DNA-1
0	18	18	32	20	S2	1260626	Pseudomonas syringae pv. syringae B64	AP-DNA-1
0	10	10	30	24	S2	1324932	Pseudomonas syringae pv. syringae HS191	AP-DNA-1
0	9	9	28	22	S2	1262350	Pseudomonas syringae pv. syringae SM	AP-DNA-1
0	6	6	12	10	S2	205918	Pseudomonas syringae pv. syringae B728a	AP-DNA-1
0	2	2	10	10	S2	1324931	Pseudomonas syringae pv. syringae B301D	AP-DNA-1
0	123	123	302	168	S1	1357279	Pseudomonas syringae CC1557	AP-DNA-1
0	58	0	169	121	S1	264449	Pseudomonas syringae group pathovars incertae sedis	AP-DNA-1
0	53	49	159	111	S2	103796	Pseudomonas syringae pv. actinidiae	AP-DNA-1
0	4	4	19	18	S3	1108972	Pseudomonas syringae pv. actinidiae str. Shaanxi_M228	AP-DNA-1
0	5	5	10	10	S2	264451	Pseudomonas syringae pv. cerasicola	AP-DNA-1
0	25	25	64	54	S1	1332075	Pseudomonas syringae UMAF0158	AP-DNA-1
0	15	15	54	40	S1	1357289	Pseudomonas syringae USA011	AP-DNA-1
0	12	0	51	35	S1	1674924	Pseudomonas syringae pv. actinidifoliorum	AP-DNA-1
0	12	12	51	35	S2	1194400	Pseudomonas syringae pv. actinidifoliorum ICMP 18803	AP-DNA-1
0	11	11	31	21	S1	663959	Pseudomonas syringae pv. avii	AP-DNA-1
0	9	9	14	8	S1	199201	Pseudomonas syringae pv. lapsa	AP-DNA-1
0	2	2	14	14	S1	192087	Pseudomonas syringae pv. atrofaciens	AP-DNA-1
0	2	2	8	5	S1	1357287	Pseudomonas syringae UB303	AP-DNA-1
0	1	1	1	1	S1	629264	Pseudomonas syringae Cit 7	AP-DNA-1
0	706	706	2205	1673	S	33069	Pseudomonas viridiflava	AP-DNA-1
0	283	283	767	524	S	1190415	Pseudomonas asturiensis	AP-DNA-1
0	171	128	408	228	S	251699	Pseudomonas syringae group genomosp. 7	AP-DNA-1
0	22	22	50	28	S1	251654	Pseudomonas syringae pv. helianthi	AP-DNA-1
0	21	21	53	32	S1	129140	Pseudomonas syringae pv. tagetis	AP-DNA-1
0	149	149	367	210	S	36746	Pseudomonas cichorii	AP-DNA-1
0	127	127	299	179	S	2995658	Pseudomonas lijiangensis	AP-DNA-1
0	106	86	570	375	S	53409	Pseudomonas coronafaciens	AP-DNA-1
0	15	0	50	42	S1	235277	Pseudomonas coronafaciens pv. oryzae	AP-DNA-1
0	15	15	50	42	S2	563797	Pseudomonas coronafaciens pv. oryzae str. 1_6	AP-DNA-1
0	5	5	13	11	S1	235275	Pseudomonas coronafaciens pv. coronafaciens	AP-DNA-1
0	80	15	211	119	S	251701	Pseudomonas syringae group genomosp. 3	AP-DNA-1
0	51	51	149	76	S1	323	Pseudomonas syringae pv. tomato	AP-DNA-1
0	14	14	28	15	S1	59511	Pseudomonas syringae pv. maculicola	AP-DNA-1
0	65	65	187	81	S	46257	Pseudomonas avellanae	AP-DNA-1
0	29	24	97	62	S	50340	Pseudomonas fuscovaginae	AP-DNA-1
0	5	5	29	24	S1	1150862	Pseudomonas fuscovaginae UPB0736	AP-DNA-1
0	15	15	79	56	S	200454	Pseudomonas tremae	AP-DNA-1
0	1	0	7	3	S	86840	Pseudomonas cannabina	AP-DNA-1
0	1	1	7	3	S1	757414	Pseudomonas cannabina pv. alisalensis	AP-DNA-1
0.03	7501	7501	31056	26422	S	47886	Pseudomonas luteola	AP-DNA-1
0.03	7327	865	30893	26196	G1	136841	Pseudomonas aeruginosa group	AP-DNA-1
0.01	2667	2644	10801	8007	S	287	Pseudomonas aeruginosa	AP-DNA-1
0	8	8	38	31	S1	381754	Pseudomonas aeruginosa PA7	AP-DNA-1
0	4	4	4	1	S1	1400868	Pseudomonas aeruginosa VRFPA04	AP-DNA-1
0	2	2	4	1	S1	1448140	Pseudomonas aeruginosa YL84	AP-DNA-1
0	2	2	6	6	S1	1415629	Pseudomonas aeruginosa MTB-1	AP-DNA-1
0	2	2	7	7	S1	1009714	Pseudomonas aeruginosa PAK	AP-DNA-1
0	1	1	1	1	S1	1352354	Pseudomonas aeruginosa PAO581	AP-DNA-1
0	1	1	7	7	S1	1443105	Pseudomonas aeruginosa SG17M	AP-DNA-1
0	1	1	1	1	S1	1427342	Pseudomonas aeruginosa SCV20265	AP-DNA-1
0	1	1	10	4	S1	1352355	Pseudomonas aeruginosa c7447m	AP-DNA-1
0	1	1	1	1	S1	1163396	Pseudomonas aeruginosa CI27	AP-DNA-1
0	1312	59	4384	3970	G2	627141	Pseudomonas nitroreducens/multiresinivorans group	AP-DNA-1
0	768	768	2027	1802	S	95301	Pseudomonas multiresinivorans	AP-DNA-1
0	485	485	2163	1980	S	46680	Pseudomonas nitroreducens	AP-DNA-1
0	979	979	5112	4724	S	43263	Pseudomonas alcaligenes	AP-DNA-1
0	668	1	2181	1966	G2	1232139	Pseudomonas oleovorans/pseudoalcaligenes group	AP-DNA-1
0	552	47	1748	1590	S	301	Pseudomonas oleovorans	AP-DNA-1
0	505	505	1605	1487	S1	1182590	Pseudomonas pseudoalcaligenes CECT 5344	AP-DNA-1
0	115	115	426	369	S	1149133	Pseudomonas furukawaii	AP-DNA-1
0	436	375	1295	1058	S	300	Pseudomonas mendocina	AP-DNA-1
0	36	36	107	81	S1	1225174	Pseudomonas mendocina S5.2	AP-DNA-1
0	25	25	66	45	S1	1001585	Pseudomonas mendocina NK-01	AP-DNA-1
0	141	141	563	470	S	53408	Pseudomonas citronellolis	AP-DNA-1
0	141	141	376	287	S	2994495	Pseudomonas paraeruginosa	AP-DNA-1
0	118	0	428	342	S	53412	Pseudomonas resinovorans	AP-DNA-1
0	118	118	428	342	S1	1245471	Pseudomonas resinovorans NBRC 106553	AP-DNA-1
0.01	2975	2975	12944	12091	S	237610	Pseudomonas psychrotolerans	AP-DNA-1
0.01	2052	2052	4977	2182	S	47884	Pseudomonas taetrolens	AP-DNA-1
0.01	1944	1944	4674	2087	S	122355	Pseudomonas psychrophila	AP-DNA-1
0.01	1844	1844	4154	1457	S	1788301	Pseudomonas versuta	AP-DNA-1
0.01	1508	1508	3680	1327	S	2745511	Pseudomonas tensinigenes	AP-DNA-1
0.01	1487	1487	3679	1492	S	198620	Pseudomonas koreensis	AP-DNA-1
0	1430	1430	3506	1273	S	2745510	Pseudomonas zeae	AP-DNA-1
0	1349	1349	3426	2528	S	2842346	Pseudomonas siliginis	AP-DNA-1
0	1313	1313	4410	4057	S	158627	Pseudomonas graminis	AP-DNA-1
0	1311	1311	3440	3128	S	2056231	Pseudomonas qingdaonensis	AP-DNA-1
0	1190	906	3393	2213	S	321662	Pseudomonas moraviensis	AP-DNA-1
0	284	284	1140	742	S1	1395516	Pseudomonas moraviensis R28-S	AP-DNA-1
0	1058	1058	3288	2936	S	216142	Pseudomonas rhizosphaerae	AP-DNA-1
0	1016	1016	2264	919	S	2745504	Pseudomonas hamedanensis	AP-DNA-1
0	907	907	2243	1262	S	2565368	Pseudomonas atacamensis	AP-DNA-1
0	826	826	1890	685	S	1421430	Pseudomonas granadensis	AP-DNA-1
0	823	788	3146	2883	S	65741	Pseudomonas knackmussii	AP-DNA-1
0	35	35	137	123	S1	1301098	Pseudomonas knackmussii B13	AP-DNA-1
0	762	762	1844	834	S	1148509	Pseudomonas prosekii	AP-DNA-1
0	715	715	1640	737	S	104087	Pseudomonas frederiksbergensis	AP-DNA-1
0	705	705	1656	1225	S	191390	Pseudomonas palleroniana	AP-DNA-1
0	661	661	2622	2019	S	321846	Pseudomonas simiae	AP-DNA-1
0	659	659	3457	2433	S	359110	Pseudomonas extremaustralis	AP-DNA-1
0	634	634	2375	2053	S	2867264	Pseudomonas phytophila	AP-DNA-1
0	605	605	1620	971	S	198618	Pseudomonas umsongensis	AP-DNA-1
0	564	564	3593	826	S	2725477	Pseudomonas tohonis	AP-DNA-1
0	511	511	1336	1107	S	1615674	Pseudomonas lactis	AP-DNA-1
0	492	492	1429	776	S	515393	Pseudomonas yamanorum	AP-DNA-1
0	475	475	1700	1425	S	2599595	Pseudomonas eucalypticola	AP-DNA-1
0	453	453	1060	464	S	702115	Pseudomonas arsenicoxydans	AP-DNA-1
0	445	445	1087	482	S	95300	Pseudomonas vancouverensis	AP-DNA-1
0	435	435	1561	1342	S	244566	Pseudomonas lurida	AP-DNA-1
0	356	356	1139	709	S	237609	Pseudomonas alkylphenolica	AP-DNA-1
0	354	354	802	385	S	2684212	Pseudomonas izuensis	AP-DNA-1
0	333	333	840	322	S	2774460	Pseudomonas allokribbensis	AP-DNA-1
0	327	327	700	293	S	2774461	Pseudomonas gozinkensis	AP-DNA-1
0	327	327	796	328	S	1628086	Pseudomonas kribbensis	AP-DNA-1
0	326	326	930	471	S	219572	Pseudomonas antarctica	AP-DNA-1
0	322	322	700	267	S	2745509	Pseudomonas monsensis	AP-DNA-1
0	318	239	878	602	S	312306	Pseudomonas entomophila	AP-DNA-1
0	79	79	226	158	S1	384676	Pseudomonas entomophila L48	AP-DNA-1
0	292	292	778	459	S	1853130	Pseudomonas silesiensis	AP-DNA-1
0	278	278	712	562	S	157782	Pseudomonas parafulva	AP-DNA-1
0	278	278	1044	899	S	2666183	Pseudomonas juntendi	AP-DNA-1
0	263	263	782	705	S	1691904	Pseudomonas sediminis	AP-DNA-1
0	256	250	718	429	S	930166	Pseudomonas brassicacearum	AP-DNA-1
0	6	0	21	7	S1	86264	Pseudomonas brassicacearum subsp. brassicacearum	AP-DNA-1
0	6	6	21	7	S2	994484	Pseudomonas brassicacearum subsp. brassicacearum NFM421	AP-DNA-1
0	249	249	548	266	S	395598	Pseudomonas reinekei	AP-DNA-1
0	244	244	665	247	S	2815720	Pseudomonas germanica	AP-DNA-1
0	241	241	520	411	S	2745514	Pseudomonas salmasensis	AP-DNA-1
0	240	240	514	237	S	163011	Pseudomonas lini	AP-DNA-1
0	234	234	782	735	S	2906062	Pseudomonas wenzhouensis	AP-DNA-1
0	233	233	628	338	S	2745495	Pseudomonas vanderleydeniana	AP-DNA-1
0	231	231	677	460	S	46677	Pseudomonas agarici	AP-DNA-1
0	224	224	561	370	S	2842349	Pseudomonas asgharzadehiana	AP-DNA-1
0	211	211	425	211	S	2745503	Pseudomonas iranensis	AP-DNA-1
0	201	201	529	234	S	2837969	Pseudomonas fitomaticsae	AP-DNA-1
0	197	197	589	549	S	489632	Pseudomonas chengduensis	AP-DNA-1
0	188	188	542	326	S	437900	Pseudomonas marincola	AP-DNA-1
0	183	183	852	756	S	640205	Pseudomonas seleniipraecipitans	AP-DNA-1
0	178	178	770	640	S	319939	Pseudomonas otitidis	AP-DNA-1
0	176	176	452	249	S	2011015	Pseudomonas laurylsulfatiphila	AP-DNA-1
0	175	175	562	384	S	2745490	Pseudomonas xantholysinigenes	AP-DNA-1
0	172	0	542	503	S	101564	Pseudomonas alcaliphila	AP-DNA-1
0	172	172	542	503	S1	741155	Pseudomonas alcaliphila JAB1	AP-DNA-1
0	165	165	476	325	S	485898	Pseudomonas promysalinigenes	AP-DNA-1
0	160	160	378	283	S	157783	Pseudomonas cremoricolorata	AP-DNA-1
0	149	149	335	228	S	2745518	Pseudomonas tritici	AP-DNA-1
0	149	149	353	201	S	2505979	Pseudomonas viciae	AP-DNA-1
0	145	145	353	206	S	86265	Pseudomonas thivervalensis	AP-DNA-1
0	140	140	381	234	S	2518644	Pseudomonas tructae	AP-DNA-1
0	133	133	389	312	S	1499686	Pseudomonas saudiphocaensis	AP-DNA-1
0	131	131	347	309	S	1274359	Pseudomonas sihuiensis	AP-DNA-1
0	130	130	379	345	S	289370	Pseudomonas argentinensis	AP-DNA-1
0	129	129	385	299	S	2604832	Pseudomonas lalkuanensis	AP-DNA-1
0	126	126	372	310	S	2320867	Pseudomonas cavernae	AP-DNA-1
0	121	121	595	550	S	1931241	Pseudomonas phragmitis	AP-DNA-1
0	116	116	310	209	S	364197	Pseudomonas pohangensis	AP-DNA-1
0	110	110	343	250	S	2842357	Pseudomonas muyukensis	AP-DNA-1
0	106	106	263	182	S	2842355	Pseudomonas fakonensis	AP-DNA-1
0	106	106	416	366	S	1392877	Pseudomonas oryzae	AP-DNA-1
0	103	103	323	257	S	556533	Pseudomonas benzenivorans	AP-DNA-1
0	102	102	346	288	S	1306993	Pseudomonas soli	AP-DNA-1
0	99	99	209	106	S	2842350	Pseudomonas azerbaijanoriens	AP-DNA-1
0	95	95	329	294	S	1245526	Pseudomonas guangdongensis	AP-DNA-1
0	90	90	274	233	S	2731681	Pseudomonas campi	AP-DNA-1
0	85	85	242	184	S	2842356	Pseudomonas xanthosomae	AP-DNA-1
0	84	84	462	414	S	2219225	Pseudomonas asiatica	AP-DNA-1
0	75	75	196	114	S	1785145	Pseudomonas glycinae	AP-DNA-1
0	74	74	164	140	S	2853159	Pseudomonas pergaminensis	AP-DNA-1
0	71	71	208	87	S	1583341	Pseudomonas cerasi	AP-DNA-1
0	71	71	189	164	S	2493633	Pseudomonas hydrolytica	AP-DNA-1
0	68	68	182	116	S	53407	Pseudomonas asplenii	AP-DNA-1
0	61	61	198	161	S	2746321	Pseudomonas phenolilytica	AP-DNA-1
0	56	56	111	59	S	2859001	Pseudomonas canavaninivorans	AP-DNA-1
0	53	53	146	88	S	2762577	Pseudomonas kielensis	AP-DNA-1
0	51	51	124	110	S	554344	Pseudomonas toyotomiensis	AP-DNA-1
0	50	50	162	150	S	2830842	Pseudomonas nanhaiensis	AP-DNA-1
0	50	50	144	106	S	2213015	Pseudomonas sichuanensis	AP-DNA-1
0	47	47	125	96	S	2842354	Pseudomonas maumuensis	AP-DNA-1
0	45	45	154	84	S	1163398	Pseudomonas donghuensis	AP-DNA-1
0	41	41	107	68	S	2045200	Pseudomonas rhizophila	AP-DNA-1
0	38	38	72	43	S	2745512	Pseudomonas shahriarae	AP-DNA-1
0	36	36	101	68	S	2745498	Pseudomonas zarinae	AP-DNA-1
0	36	36	90	76	S	485870	Pseudomonas anuradhapurensis	AP-DNA-1
0	36	36	109	86	S	2502979	Pseudomonas khazarica	AP-DNA-1
0	24	24	82	45	S	2842348	Pseudomonas alvandae	AP-DNA-1
0	20	20	50	17	S	470150	Pseudomonas taiwanensis	AP-DNA-1
0	20	20	48	38	S	2894079	Pseudomonas oryziphila	AP-DNA-1
0	14	14	40	30	S	2681983	Pseudomonas bijieensis	AP-DNA-1
0	13	13	54	48	S	1302376	Candidatus Pseudomonas adelgestsugas	AP-DNA-1
0	13	13	51	42	S	658629	Pseudomonas sessilinigenes	AP-DNA-1
0	5	5	20	19	S	2745482	Pseudomonas kermanshahensis	AP-DNA-1
0.07	20089	245	137403	116514	G	2901164	Stutzerimonas	AP-DNA-1
0.07	19511	1087	133113	112710	G1	136846	Stutzerimonas stutzeri group	AP-DNA-1
0.06	18042	1122	114610	96902	G2	578833	Stutzerimonas stutzeri subgroup	AP-DNA-1
0.06	16552	15590	99975	84518	S	316	Stutzerimonas stutzeri	AP-DNA-1
0	315	315	856	644	S1	644801	Pseudomonas stutzeri RCH2	AP-DNA-1
0	305	305	1541	1455	S1	1123519	Pseudomonas stutzeri DSM 10701	AP-DNA-1
0	268	268	634	580	S1	1196835	Pseudomonas stutzeri CCUG 29243	AP-DNA-1
0	74	74	184	157	S1	996285	Pseudomonas stutzeri DSM 4166	AP-DNA-1
0	229	229	897	768	S	1211807	Stutzerimonas kunmingensis	AP-DNA-1
0	139	139	456	410	S	203192	Stutzerimonas chloritidismutans	AP-DNA-1
0	224	224	1059	922	S	2968969	Stutzerimonas frequens	AP-DNA-1
0	119	100	583	502	S	74829	Stutzerimonas balearica	AP-DNA-1
0	19	19	67	54	S1	1123016	Stutzerimonas balearica DSM 6083	AP-DNA-1
0	39	39	216	175	S	2968968	Stutzerimonas degradans	AP-DNA-1
0	213	213	816	724	S	1176257	[Pseudomonas] zhaodongensis	AP-DNA-1
0	120	120	598	534	S	271420	Stutzerimonas xanthomarina	AP-DNA-1
0	989	0	7730	7372	F1	351	Azotobacter group	AP-DNA-1
0	989	49	7730	7372	G	352	Azotobacter	AP-DNA-1
0	792	792	5921	5707	S	354	Azotobacter vinelandii	AP-DNA-1
0	101	85	540	482	S	353	Azotobacter chroococcum	AP-DNA-1
0	16	16	75	71	S1	1328314	Azotobacter chroococcum NCIMB 8003	AP-DNA-1
0	47	47	256	215	S	69964	Azotobacter salinestris	AP-DNA-1
0	206	5	1139	983	G	2901189	Halopseudomonas	AP-DNA-1
0	55	55	306	290	S	797277	Halopseudomonas litoralis	AP-DNA-1
0	36	36	162	136	S	472181	Halopseudomonas sabulinigri	AP-DNA-1
0	33	0	192	171	G1	136844	Halopseudomonas pertucinogena group	AP-DNA-1
0	33	33	192	171	S	857252	Halopseudomonas aestusnigri	AP-DNA-1
0	29	0	196	142	G1	2901190	unclassified Halopseudomonas	AP-DNA-1
0	29	29	196	142	S	2918528	Halopseudomonas sp. RR6	AP-DNA-1
0	28	28	150	129	S	487184	Halopseudomonas xinjiangensis	AP-DNA-1
0	20	20	111	94	S	1434072	Halopseudomonas salegens	AP-DNA-1
0	30	0	105	86	G	1649479	Permianibacter	AP-DNA-1
0	30	30	105	86	S	1510150	Permianibacter aggregans	AP-DNA-1
0	24	0	134	106	G	1654787	Thiopseudomonas	AP-DNA-1
0	24	24	134	106	S	1697053	Thiopseudomonas alkaliphila	AP-DNA-1
0	9	0	112	100	G	2758906	Entomomonas	AP-DNA-1
0	8	0	92	82	G1	2785330	unclassified Entomomonas	AP-DNA-1
0	6	6	59	57	S	2930213	Entomomonas sp. E2T0	AP-DNA-1
0	2	2	26	18	S	2785331	Entomomonas sp. F2A	AP-DNA-1
0	1	1	19	17	S	2213226	Entomomonas moraniae	AP-DNA-1
0	336	0	1923	1708	F	2887365	Marinobacteraceae	AP-DNA-1
0	336	30	1923	1708	G	2742	Marinobacter	AP-DNA-1
0	175	31	976	866	G1	83889	unclassified Marinobacter	AP-DNA-1
0	28	28	151	130	S	2817656	Marinobacter sp. CA1	AP-DNA-1
0	20	20	104	97	S	2886046	Marinobacter sp. AN1	AP-DNA-1
0	18	18	100	92	S	2488665	Marinobacter sp. NP-4(2019)	AP-DNA-1
0	14	14	81	63	S	1415568	Marinobacter sp. LV10R510-11A	AP-DNA-1
0	14	14	78	76	S	2769486	Marinobacter sp. LPB0319	AP-DNA-1
0	13	13	78	71	S	2304594	Marinobacter sp. Arc7-DN-1	AP-DNA-1
0	12	12	61	52	S	1749259	Marinobacter sp. LQ44	AP-DNA-1
0	8	8	28	24	S	1761794	Marinobacter sp. es.042	AP-DNA-1
0	6	6	34	30	S	1671721	Marinobacter sp. CP1	AP-DNA-1
0	5	5	45	42	S	2547598	Marinobacter sp. JH2	AP-DNA-1
0	4	4	28	22	S	2917715	Marinobacter sp. M3C	AP-DNA-1
0	2	2	37	29	S	490759	Marinobacter sp. BSs20148	AP-DNA-1
0	39	12	263	253	S	2743	Marinobacter nauticus	AP-DNA-1
0	14	14	88	87	S1	1163748	Marinobacter nauticus ATCC 49840	AP-DNA-1
0	13	13	51	47	S1	351348	Marinobacter nauticus VT8	AP-DNA-1
0	20	20	114	94	S	2603215	Marinobacter fonticola	AP-DNA-1
0	18	18	75	59	S	1420916	Marinobacter similis	AP-DNA-1
0	18	18	125	99	S	1420917	Marinobacter salarius	AP-DNA-1
0	17	17	71	63	S	1874317	Marinobacter salinus	AP-DNA-1
0	12	12	73	68	S	418719	Marinobacter salsuginis	AP-DNA-1
0	6	4	25	19	S	1033846	Marinobacter adhaerens	AP-DNA-1
0	2	2	3	2	S1	225937	Marinobacter adhaerens HP15	AP-DNA-1
0	1	1	17	17	S	330734	Marinobacter psychrophilus	AP-DNA-1
1.34	384000	0	3430268	1026545	O	2887326	Moraxellales	AP-DNA-1
1.34	384000	1417	3430268	1026545	F	468	Moraxellaceae	AP-DNA-1
1.23	352819	158850	3180718	830535	G	469	Acinetobacter	AP-DNA-1
0.5	143968	142123	598710	144939	S	40214	Acinetobacter johnsonii	AP-DNA-1
0.01	1845	1845	5668	1549	S1	1242245	Acinetobacter johnsonii XBB1	AP-DNA-1
0.04	12497	840	43502	21466	G1	196816	unclassified Acinetobacter	AP-DNA-1
0.01	2346	2346	7464	2923	S	2743575	Acinetobacter sp. NEB 394	AP-DNA-1
0.01	1982	1982	6263	1889	S	2004646	Acinetobacter sp. WCHA55	AP-DNA-1
0	1178	1178	3762	1191	S	2925837	Acinetobacter sp. LUNF3	AP-DNA-1
0	879	879	3603	2111	S	1646498	Acinetobacter sp. TTH0-4	AP-DNA-1
0	473	473	1587	1440	S	2708348	Acinetobacter sp. WY4	AP-DNA-1
0	394	394	1267	1058	S	2908637	Acinetobacter sp. SCLZS86	AP-DNA-1
0	394	394	1333	1140	S	2725684	Acinetobacter sp. NEB149	AP-DNA-1
0	384	384	1269	453	S	2798861	Acinetobacter sp. CS-2	AP-DNA-1
0	326	326	645	311	S	2004644	Acinetobacter sp. WCHA45	AP-DNA-1
0	318	318	1090	283	S	1758189	Acinetobacter sp. ACNIH2	AP-DNA-1
0	291	291	1951	595	S	710648	Acinetobacter sp. Tol 5	AP-DNA-1
0	251	251	1033	672	S	2953738	Acinetobacter sp. Z1	AP-DNA-1
0	223	223	1252	202	S	2004647	Acinetobacter sp. WCHAc010052	AP-DNA-1
0	143	143	441	387	S	1407071	Acinetobacter sp. TGL-Y2	AP-DNA-1
0	137	137	403	204	S	2545797	Acinetobacter sp. FDAARGOS_724	AP-DNA-1
0	133	133	362	217	S	2943497	Acinetobacter sp. Y-23	AP-DNA-1
0	125	125	433	339	S	2929509	Acinetobacter sp. NyZ410	AP-DNA-1
0	125	125	334	247	S	2563897	Acinetobacter sp. 10FS3-1	AP-DNA-1
0	114	114	372	282	S	1879049	Acinetobacter sp. WCHAc010034	AP-DNA-1
0	110	110	304	142	S	2929514	Acinetobacter sp. YH16056_T	AP-DNA-1
0	104	104	409	321	S	1636603	Acinetobacter sp. ACNIH1	AP-DNA-1
0	102	102	347	309	S	1827285	Acinetobacter sp. MYb10	AP-DNA-1
0	102	102	421	163	S	2929512	Acinetobacter sp. YH16040_T	AP-DNA-1
0	100	100	326	230	S	1608473	Acinetobacter sp. NCu2D-2	AP-DNA-1
0	88	88	265	179	S	2079596	Acinetobacter sp. SWBY1	AP-DNA-1
0	80	80	388	116	S	2905879	Acinetobacter sp. SH20PTE14	AP-DNA-1
0	80	80	265	251	S	2853158	Acinetobacter sp. F9	AP-DNA-1
0	80	80	210	203	S	2810070	Acinetobacter sp. Colony158	AP-DNA-1
0	76	76	223	199	S	2773709	Acinetobacter sp. ASP199	AP-DNA-1
0	76	76	223	125	S	2601122	Acinetobacter sp. YH12138	AP-DNA-1
0	67	67	254	169	S	1808001	Acinetobacter sp. LoGeW2-3	AP-DNA-1
0	65	65	199	177	S	2950074	Acinetobacter sp. C32I	AP-DNA-1
0	55	55	140	119	S	2913495	Acinetobacter sp. AHP123	AP-DNA-1
0	55	55	166	72	S	2930198	Acinetobacter sp. PK01	AP-DNA-1
0	48	48	135	99	S	2714110	Acinetobacter sp. Marseille-Q1620	AP-DNA-1
0	40	40	108	86	S	2923375	Acinetobacter sp. XS-4	AP-DNA-1
0	29	29	91	90	S	2871688	Acinetobacter sp. AS23	AP-DNA-1
0	27	27	51	40	S	2609668	Acinetobacter sp. C16S1	AP-DNA-1
0	20	20	39	13	S	2781976	Acinetobacter sp. Ac-14	AP-DNA-1
0	18	18	70	65	S	2929515	Acinetobacter sp. YH12068_T	AP-DNA-1
0	8	8	24	24	S	2836181	Acinetobacter sp. BHS4	AP-DNA-1
0	5	5	10	10	S	2675741	Acinetobacter sp. BEC1-S18-ESBL-01	AP-DNA-1
0	4	4	13	5	S	2420300	Acinetobacter sp. FDAARGOS_493	AP-DNA-1
0	1	1	1	1	S	472	Acinetobacter sp.	AP-DNA-1
0	1	1	5	5	S	1280052	Acinetobacter sp. M131	AP-DNA-1
0.04	11197	10698	43448	33154	S	28090	Acinetobacter lwoffii	AP-DNA-1
0	499	499	1450	623	S1	1046625	Acinetobacter lwoffii WJ10621	AP-DNA-1
0.03	8626	1649	36070	15753	G1	909768	Acinetobacter calcoaceticus/baumannii complex	AP-DNA-1
0.02	5201	5171	22091	5936	S	470	Acinetobacter baumannii	AP-DNA-1
0	12	12	38	24	S1	1279013	Acinetobacter baumannii PR07	AP-DNA-1
0	7	7	25	18	S1	1400867	Acinetobacter baumannii ZW85-1	AP-DNA-1
0	7	7	10	3	S1	1370126	Acinetobacter baumannii DU202	AP-DNA-1
0	2	2	5	4	S1	1401639	Acinetobacter baumannii NCGM 237	AP-DNA-1
0	1	1	3	1	S1	509173	Acinetobacter baumannii AYE	AP-DNA-1
0	1	1	3	2	S1	400667	Acinetobacter baumannii ATCC 17978	AP-DNA-1
0	813	810	2834	2162	S	48296	Acinetobacter pittii	AP-DNA-1
0	3	3	12	12	S1	871585	Acinetobacter pittii PHEA-2	AP-DNA-1
0	512	510	1952	1239	S	106654	Acinetobacter nosocomialis	AP-DNA-1
0	2	2	5	5	S1	1343071	Acinetobacter nosocomialis M2	AP-DNA-1
0	235	235	692	338	S	1530123	Acinetobacter seifertii	AP-DNA-1
0	205	205	750	696	S	471	Acinetobacter calcoaceticus	AP-DNA-1
0	11	11	32	32	S	1785128	Acinetobacter lactucae	AP-DNA-1
0.02	4865	4757	38599	33199	S	40216	Acinetobacter radioresistens	AP-DNA-1
0	108	108	320	279	S1	981334	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788	AP-DNA-1
0.01	3134	3134	16974	13032	S	108981	Acinetobacter schindleri	AP-DNA-1
0.01	1768	1768	6801	4068	S	108980	Acinetobacter ursingii	AP-DNA-1
0	1268	1268	7105	5420	S	40215	Acinetobacter junii	AP-DNA-1
0	967	967	3584	2421	S	756892	Acinetobacter indicus	AP-DNA-1
0	796	796	2683	1686	S	70346	Acinetobacter variabilis	AP-DNA-1
0	735	735	2308	1367	S	202956	Acinetobacter towneri	AP-DNA-1
0	578	578	2420	1753	S	465797	Acinetobacter septicus	AP-DNA-1
0	539	539	2188	1218	S	29430	Acinetobacter haemolyticus	AP-DNA-1
0	472	472	1762	1381	S	2053287	Acinetobacter pseudolwoffii	AP-DNA-1
0	319	319	995	415	S	1879050	Acinetobacter wuhouensis	AP-DNA-1
0	233	233	1196	888	S	487316	Acinetobacter soli	AP-DNA-1
0	208	208	746	720	S	106649	Acinetobacter guillouiae	AP-DNA-1
0	205	205	611	302	S	2006115	Acinetobacter piscicola	AP-DNA-1
0	176	176	545	293	S	2136182	Acinetobacter cumulans	AP-DNA-1
0	173	7	556	351	S	52133	Acinetobacter venetianus	AP-DNA-1
0	166	166	542	340	S1	1197884	Acinetobacter venetianus VE-C3	AP-DNA-1
0	138	138	531	494	S	134534	Acinetobacter gyllenbergii	AP-DNA-1
0	129	129	526	498	S	70348	Acinetobacter dispersus	AP-DNA-1
0	114	114	280	159	S	280145	Acinetobacter colistiniresistens	AP-DNA-1
0	101	101	361	324	S	106648	Acinetobacter bereziniae	AP-DNA-1
